ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11617561,JC172728,03/03/2019 08:46:00 PM,107XX S CALUMET AVE,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,true,0513,005,9,49,01B,1180480,1833922,2019,04/05/2019 03:59:08 PM,41.699538222,-87.614775052,"(41.699538222, -87.614775052)"
11634685,JC196251,03/23/2019 03:23:00 AM,014XX E 95TH ST,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,0511,005,8,50,01B,1186912,1842256,2019,06/01/2019 04:04:59 PM,41.722258015,-87.590961031,"(41.722258015, -87.590961031)"
11659677,JC229417,04/18/2019 04:55:00 PM,004XX W 59TH ST,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,0711,007,20,68,01B,1174146,1865802,2019,06/01/2019 04:04:59 PM,41.787163716,-87.637022769,"(41.787163716, -87.637022769)"
24368,JC103046,01/03/2019 02:37:00 PM,050XX S INDIANA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0224,002,3,38,01A,1178455,1871575,2019,03/19/2019 04:11:22 PM,41.802908524,-87.62104831,"(41.802908524, -87.62104831)"
24369,JC103046,01/03/2019 02:37:00 PM,050XX S INDIANA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0224,002,3,38,01A,1178455,1871575,2019,03/19/2019 04:11:22 PM,41.802908524,-87.62104831,"(41.802908524, -87.62104831)"
24372,JC107385,01/06/2019 10:23:00 PM,060XX W 63RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0812,008,13,64,01A,1137054,1862130,2019,05/28/2019 04:05:42 PM,41.77783091,-87.773112387,"(41.77783091, -87.773112387)"
24373,JC108358,01/07/2019 03:45:00 PM,002XX W 87TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,true,false,0622,006,21,44,01A,1176442,1847223,2019,03/18/2019 04:08:09 PM,41.736129473,-87.629162044,"(41.736129473, -87.629162044)"
24374,JC108237,01/07/2019 05:07:00 PM,020XX W 63RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,false,false,0714,007,16,67,01A,1164001,1862860,2019,03/19/2019 04:11:22 PM,41.779309922,-87.674302688,"(41.779309922, -87.674302688)"
24376,JC113431,01/11/2019 08:00:00 PM,050XX W CONCORD PL,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,2533,025,37,25,01A,1142582,1910502,2019,03/19/2019 04:11:22 PM,41.910469919,-87.751645139,"(41.910469919, -87.751645139)"
24377,JC113461,01/11/2019 08:57:00 PM,001XX S KILDARE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1115,011,28,26,01A,1147752,1898871,2019,03/19/2019 04:11:22 PM,41.878455417,-87.73295131,"(41.878455417, -87.73295131)"
24379,JC114123,01/12/2019 12:45:00 PM,079XX S KINGSTON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0422,004,7,46,01A,1194565,1852821,2019,03/19/2019 04:11:22 PM,41.751064764,-87.56258312,"(41.751064764, -87.56258312)"
24381,JC117760,01/15/2019 01:22:00 PM,005XX N SPRINGFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1122,011,37,23,01A,1150294,1903290,2019,03/19/2019 04:11:22 PM,41.890532455,-87.723502246,"(41.890532455, -87.723502246)"
24382,JC122250,01/19/2019 12:18:00 AM,018XX W 87TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2221,022,21,71,01A,1165678,1846987,2019,03/18/2019 04:08:09 PM,41.735716764,-87.668604253,"(41.735716764, -87.668604253)"
24383,JC122279,01/19/2019 01:22:00 AM,021XX S ROCKWELL ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1023,010,24,30,01A,1159367,1889509,2019,03/19/2019 04:11:22 PM,41.852534276,-87.690560725,"(41.852534276, -87.690560725)"
24384,JC122297,01/19/2019 01:50:00 AM,039XX W ROSCOE ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,true,1732,017,30,21,01A,1149333,1922311,2019,03/19/2019 04:11:22 PM,41.942746559,-87.726537284,"(41.942746559, -87.726537284)"
24385,JC123347,01/20/2019 11:23:00 AM,016XX W 79TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,0611,006,17,71,01A,1166780,1852325,2019,03/18/2019 04:08:09 PM,41.750341579,-87.664414911,"(41.750341579, -87.664414911)"
24387,JC125074,01/22/2019 05:26:00 AM,043XX W FLOURNOY ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,1131,011,24,26,01A,1147652,1896686,2019,03/19/2019 04:11:22 PM,41.872461439,-87.733374572,"(41.872461439, -87.733374572)"
24388,JC128834,01/25/2019 02:51:00 AM,107XX S EBERHART AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,true,0513,005,9,49,01A,1181484,1833793,2019,03/19/2019 04:11:22 PM,41.699161184,-87.611102829,"(41.699161184, -87.611102829)"
24389,JC132834,01/28/2019 09:00:00 PM,069XX S WESTERN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0832,008,17,66,01A,1161571,1858649,2019,03/19/2019 04:11:22 PM,41.767805108,-87.683328051,"(41.767805108, -87.683328051)"
24390,JC132032,01/29/2019 02:00:00 PM,055XX S KEDVALE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0813,008,13,62,01A,1149642,1867601,2019,03/19/2019 04:11:22 PM,41.79260989,-87.726822279,"(41.79260989, -87.726822279)"
24393,JC135953,02/01/2019 02:16:00 AM,018XX E 78TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,0414,004,8,43,01A,1189688,1853618,2019,03/19/2019 04:11:22 PM,41.753370301,-87.580429004,"(41.753370301, -87.580429004)"
24394,JC138385,02/03/2019 05:45:00 AM,060XX S MICHIGAN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0311,003,20,40,01A,1178195,1864905,2019,03/19/2019 04:11:22 PM,41.784611316,-87.622204191,"(41.784611316, -87.622204191)"
24395,JC138307,02/03/2019 02:34:00 AM,009XX E 75TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0323,003,8,69,01A,1183963,1855484,2019,03/19/2019 04:11:22 PM,41.758626359,-87.601350551,"(41.758626359, -87.601350551)"
24396,JC138307,02/03/2019 02:40:00 AM,009XX E 75TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0323,003,8,69,01A,1183963,1855484,2019,03/19/2019 04:11:22 PM,41.758626359,-87.601350551,"(41.758626359, -87.601350551)"
24398,JC142732,02/06/2019 06:45:00 PM,040XX W GRENSHAW ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1132,011,24,29,01A,1149722,1894737,2019,03/19/2019 04:11:22 PM,41.867073203,-87.72582526,"(41.867073203, -87.72582526)"
24399,JC142923,02/06/2019 10:00:00 PM,071XX S UNION AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0732,007,6,68,01A,1172983,1857573,2019,03/19/2019 04:11:22 PM,41.764608158,-87.641529674,"(41.764608158, -87.641529674)"
24401,JC146532,02/09/2019 08:35:00 PM,059XX W CHICAGO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1511,015,29,25,01A,1136704,1904730,2019,03/19/2019 04:11:22 PM,41.894738195,-87.773377429,"(41.894738195, -87.773377429)"
24402,JC147432,02/10/2019 05:00:00 PM,066XX S HARVARD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0722,007,6,68,01A,1175210,1860928,2019,03/19/2019 04:11:22 PM,41.77376522,-87.633267065,"(41.77376522, -87.633267065)"
24403,JC147657,02/10/2019 10:00:00 PM,070XX S CREGIER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0332,003,5,43,01A,1189418,1858696,2019,03/19/2019 04:11:22 PM,41.767311251,-87.581255746,"(41.767311251, -87.581255746)"
24404,JC147701,02/10/2019 11:58:00 PM,020XX S CANALPORT AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1235,012,11,31,01A,1171665,1890591,2019,03/19/2019 04:11:22 PM,41.85524189,-87.645391738,"(41.85524189, -87.645391738)"
24406,JC151452,02/13/2019 08:54:00 PM,049XX W ERIE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1532,015,37,25,01A,1143402,1903865,2019,03/18/2019 04:08:09 PM,41.892241945,-87.748798864,"(41.892241945, -87.748798864)"
24407,JC151667,02/14/2019 01:39:00 AM,035XX W FIFTH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,1133,011,28,27,01A,1152800,1898026,2019,04/05/2019 03:59:08 PM,41.87603825,-87.714438372,"(41.87603825, -87.714438372)"
24409,JC152935,02/14/2019 11:30:00 PM,065XX N ALBANY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,2412,024,50,2,01A,1154486,1943205,2019,03/19/2019 04:11:22 PM,41.999979246,-87.707036051,"(41.999979246, -87.707036051)"
24410,JC153237,02/16/2019 01:14:00 PM,007XX S SPAULDING AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1134,011,24,27,01A,1154482,1896632,2019,03/19/2019 04:11:22 PM,41.87217952,-87.708299898,"(41.87217952, -87.708299898)"
24411,JC156164,02/17/2019 07:14:00 PM,050XX S MAPLEWOOD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0923,009,14,63,01A,1160222,1871125,2019,03/19/2019 04:11:22 PM,41.802068832,-87.687929512,"(41.802068832, -87.687929512)"
24414,JC160382,02/21/2019 11:57:00 AM,005XX S KILBOURN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1131,011,28,26,01A,1146474,1897159,2019,03/19/2019 04:11:22 PM,41.873781921,-87.737687526,"(41.873781921, -87.737687526)"
24415,JC160642,02/21/2019 03:24:00 PM,036XX W DOUGLAS BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1011,010,24,29,01A,1152145,1893209,2019,03/19/2019 04:11:22 PM,41.862832799,-87.716970311,"(41.862832799, -87.716970311)"
24416,JC161724,02/22/2019 12:56:00 PM,055XX S SPAULDING AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0822,008,14,63,01A,1155324,1867685,2019,03/19/2019 04:11:22 PM,41.792728507,-87.705984683,"(41.792728507, -87.705984683)"
24419,JC165600,02/25/2019 06:25:00 AM,044XX W ADDISON ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1731,017,45,16,01A,1146301,1923564,2019,03/19/2019 04:11:22 PM,41.946243255,-87.737649422,"(41.946243255, -87.737649422)"
24423,JC170814,03/02/2019 03:34:00 AM,000XX S LAVERGNE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,true,1533,015,28,25,01A,1143268,1899448,2019,03/19/2019 04:11:22 PM,41.88012367,-87.74940138,"(41.88012367, -87.74940138)"
24424,JC171874,03/03/2019 01:35:00 AM,072XX S MAY ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,0733,007,6,68,01A,1169905,1856775,2019,03/19/2019 04:11:22 PM,41.762485723,-87.652834495,"(41.762485723, -87.652834495)"
24425,JC174198,03/05/2019 11:53:00 AM,003XX S KILPATRICK AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1131,011,28,25,01A,1145105,1898180,2019,03/19/2019 04:11:22 PM,41.876609629,-87.742688095,"(41.876609629, -87.742688095)"
24426,JC177483,03/08/2019 01:04:00 AM,006XX N FRANKLIN ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,1831,018,42,8,01A,1174211,1904607,2019,03/22/2019 04:12:14 PM,41.893646347,-87.635628657,"(41.893646347, -87.635628657)"
24428,JC179984,03/10/2019 06:39:00 AM,006XX N CICERO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1532,015,37,25,01A,1144238,1903999,2019,05/08/2019 04:16:15 PM,41.892593987,-87.745725183,"(41.892593987, -87.745725183)"
24430,JC183040,03/13/2019 12:50:00 AM,017XX W 79TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0611,006,17,71,01A,1166290,1852314,2019,03/20/2019 04:17:59 PM,41.750321833,-87.666210811,"(41.750321833, -87.666210811)"
24433,JC185125,03/14/2019 04:36:00 PM,009XX W 73RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0733,007,6,68,01A,1171404,1856433,2019,05/03/2019 04:06:55 PM,41.761514559,-87.647350443,"(41.761514559, -87.647350443)"
24434,JC185852,03/14/2019 10:52:00 PM,032XX W GRAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1121,011,26,23,01A,1154231,1906487,2019,03/21/2019 04:15:13 PM,41.899227636,-87.708958174,"(41.899227636, -87.708958174)"
24435,JC186971,03/15/2019 07:56:00 PM,074XX S HARVARD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0731,007,6,69,01A,1175243,1855649,2019,03/22/2019 04:21:33 PM,41.7592783,-87.633303591,"(41.7592783, -87.633303591)"
24437,JC189018,03/17/2019 01:54:00 PM,026XX W 55TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0923,009,14,63,01A,1159838,1868099,2019,03/24/2019 04:07:05 PM,41.793772993,-87.689420934,"(41.793772993, -87.689420934)"
24438,JC189217,03/17/2019 05:50:00 PM,040XX W 24TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1013,010,22,30,01A,1149914,1887750,2019,03/24/2019 04:07:05 PM,41.847896293,-87.725302041,"(41.847896293, -87.725302041)"
24442,JC195241,03/22/2019 11:55:00 AM,101XX S AVENUE L,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0432,004,10,52,01A,1201819,1838463,2019,03/29/2019 04:12:07 PM,41.711483998,-87.536488614,"(41.711483998, -87.536488614)"
24443,JC195472,03/22/2019 03:20:00 PM,084XX S SANGAMON ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0613,006,21,71,01A,1171449,1848926,2019,03/29/2019 04:12:07 PM,41.740913387,-87.647404863,"(41.740913387, -87.647404863)"
24444,JC196246,03/23/2019 03:50:00 AM,007XX N CLARK ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1832,018,2,8,01A,1175408,1905215,2019,03/30/2019 04:05:30 PM,41.895287937,-87.631214259,"(41.895287937, -87.631214259)"
24447,JC198417,03/25/2019 01:53:00 AM,117XX S LAFLIN ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0524,005,34,53,01A,1168443,1826935,2019,04/01/2019 04:21:13 PM,41.680631865,-87.659049559,"(41.680631865, -87.659049559)"
24448,JC199705,03/26/2019 12:21:00 AM,000XX N LOREL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,BASEMENT,false,false,1522,015,28,25,01A,1140717,1899783,2019,04/02/2019 04:10:50 PM,41.8810902,-87.758760245,"(41.8810902, -87.758760245)"
24449,JC200923,03/26/2019 10:27:00 PM,044XX S SHIELDS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0925,009,3,37,01A,1174724,1875282,2019,04/02/2019 04:10:50 PM,41.813164917,-87.634620968,"(41.813164917, -87.634620968)"
24450,JC201997,03/27/2019 07:48:00 PM,036XX W GRAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION,false,false,1112,011,27,23,01A,1152073,1907615,2019,04/03/2019 04:12:54 PM,41.902365801,-87.716854733,"(41.902365801, -87.716854733)"
24451,JC202296,03/28/2019 12:55:00 AM,085XX S MANISTEE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0423,004,7,46,01A,1195973,1848897,2019,04/04/2019 04:16:11 PM,41.740262274,-87.557553257,"(41.740262274, -87.557553257)"
24452,JC202698,03/28/2019 12:05:00 PM,078XX S COLFAX AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0421,004,7,43,01A,1194882,1853404,2019,04/04/2019 04:16:11 PM,41.752656763,-87.56140233,"(41.752656763, -87.56140233)"
24453,JC203298,03/28/2019 07:22:00 PM,010XX N LAWLER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1531,015,37,25,01A,1142503,1906487,2019,04/04/2019 04:16:11 PM,41.899453778,-87.752035309,"(41.899453778, -87.752035309)"
24454,JC204048,03/29/2019 12:47:00 PM,035XX W 38TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0911,009,12,58,01A,1153514,1878843,2019,04/05/2019 04:07:16 PM,41.823383662,-87.712326147,"(41.823383662, -87.712326147)"
24455,JC204392,03/29/2019 05:06:00 PM,092XX S DAUPHIN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0633,006,8,44,01A,1183601,1843991,2019,04/05/2019 04:07:16 PM,41.727096769,-87.603034703,"(41.727096769, -87.603034703)"
24456,JC204604,03/29/2019 07:48:00 PM,035XX W 58TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0822,008,23,63,01A,1153903,1865599,2019,04/05/2019 04:07:16 PM,41.787032553,-87.711250708,"(41.787032553, -87.711250708)"
24457,JC206124,03/31/2019 04:59:00 AM,005XX N HAMLIN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,1122,011,27,23,01A,1150960,1903322,2019,04/07/2019 04:05:59 PM,41.890607251,-87.721055519,"(41.890607251, -87.721055519)"
24458,JC206892,03/31/2019 07:35:00 PM,015XX W 61ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0713,007,16,67,01A,1166938,1864272,2019,04/07/2019 04:05:59 PM,41.783122356,-87.663494988,"(41.783122356, -87.663494988)"
24460,JC208229,04/01/2019 08:29:00 PM,007XX S CICERO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1131,011,24,25,01A,1144511,1896107,2019,04/08/2019 04:19:35 PM,41.870932257,-87.744921277,"(41.870932257, -87.744921277)"
24461,JC208229,04/01/2019 08:50:00 PM,007XX S CICERO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1131,011,24,25,01A,1144511,1896107,2019,04/08/2019 04:19:35 PM,41.870932257,-87.744921277,"(41.870932257, -87.744921277)"
24462,JC208421,04/01/2019 11:55:00 PM,077XX S EGGLESTON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0621,006,17,69,01A,1174634,1853662,2019,04/08/2019 04:19:35 PM,41.753839308,-87.635594607,"(41.753839308, -87.635594607)"
24463,JC208421,04/01/2019 11:55:00 PM,077XX S EGGLESTON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0621,006,17,69,01A,1174634,1853662,2019,04/08/2019 04:19:35 PM,41.753839308,-87.635594607,"(41.753839308, -87.635594607)"
24464,JC208961,04/02/2019 02:20:00 PM,065XX S CARPENTER ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,0724,007,6,68,01A,1170439,1861411,2019,04/09/2019 04:24:58 PM,41.775195873,-87.650742459,"(41.775195873, -87.650742459)"
24465,JC209639,04/03/2019 12:22:00 AM,061XX S DR MARTIN LUTHER KING JR DR,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,0311,003,20,40,01A,1179974,1864409,2019,04/10/2019 04:14:14 PM,41.783209684,-87.615696882,"(41.783209684, -87.615696882)"
24466,JC209975,04/03/2019 11:17:00 AM,085XX S EXCHANGE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0423,004,10,46,01A,1197293,1849013,2019,04/10/2019 04:14:14 PM,41.740547832,-87.552713184,"(41.740547832, -87.552713184)"
24467,JC210159,04/03/2019 09:45:00 PM,079XX S LANGLEY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0624,006,6,44,01A,1182271,1852565,2019,04/10/2019 04:14:14 PM,41.750655655,-87.60764178,"(41.750655655, -87.60764178)"
24468,JC210939,04/04/2019 01:25:00 AM,103XX S INDIANA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0512,005,9,49,01A,1179414,1836247,2019,04/11/2019 04:07:22 PM,41.70594268,-87.618607603,"(41.70594268, -87.618607603)"
24469,JC212804,04/05/2019 02:58:00 PM,008XX N SPRINGFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1112,011,37,23,01A,1150237,1905335,2019,04/12/2019 04:08:18 PM,41.896145258,-87.723658214,"(41.896145258, -87.723658214)"
24471,JC214843,04/07/2019 07:04:00 AM,065XX S DREXEL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0321,003,20,42,01A,1183351,1861802,2019,04/14/2019 04:04:11 PM,41.77597783,-87.603396958,"(41.77597783, -87.603396958)"
24472,JC214831,04/07/2019 06:21:00 AM,000XX S KOSTNER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1115,011,28,26,01A,1147063,1899531,2019,04/14/2019 04:04:11 PM,41.880279732,-87.735464314,"(41.880279732, -87.735464314)"
24473,JC214810,04/07/2019 04:54:00 PM,051XX W MADISON ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1533,015,28,25,01A,1141956,1899534,2019,04/14/2019 04:04:11 PM,41.88038406,-87.754216822,"(41.88038406, -87.754216822)"
24474,JC214900,04/07/2019 08:50:00 AM,067XX S NORMAL BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0722,007,6,68,01A,1174111,1860216,2019,04/14/2019 04:04:11 PM,41.771835889,-87.637316874,"(41.771835889, -87.637316874)"
24475,JC216579,04/08/2019 09:50:00 PM,072XX S EUCLID AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0333,003,5,43,01A,1190293,1857449,2019,04/15/2019 04:11:49 PM,41.763868342,-87.578088688,"(41.763868342, -87.578088688)"
24476,JC216289,04/08/2019 01:30:00 PM,005XX N LAMON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1532,015,37,25,01A,1143593,1903307,2019,04/15/2019 04:11:49 PM,41.890707155,-87.74811137,"(41.890707155, -87.74811137)"
24477,JC216720,04/08/2019 05:51:00 PM,065XX S OAKLEY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0832,008,16,66,01A,1162200,1861159,2019,04/15/2019 04:11:49 PM,41.774679832,-87.680952683,"(41.774679832, -87.680952683)"
24478,JC218462,04/09/2019 10:49:00 PM,000XX E 102ND PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0511,005,9,49,01A,1178387,1837021,2019,04/16/2019 04:21:50 PM,41.708089971,-87.622344981,"(41.708089971, -87.622344981)"
24480,JC218766,04/10/2019 09:53:00 AM,034XX W OHIO ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1121,011,27,23,01A,1153132,1903782,2019,04/17/2019 04:21:11 PM,41.89182673,-87.713066625,"(41.89182673, -87.713066625)"
24481,JC218766,04/10/2019 09:53:00 AM,034XX W OHIO ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1121,011,27,23,01A,1153132,1903782,2019,04/17/2019 04:21:11 PM,41.89182673,-87.713066625,"(41.89182673, -87.713066625)"
24482,JC221039,04/11/2019 08:34:00 PM,079XX S PAULINA ST,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,0611,006,17,71,01A,1166391,1852082,2019,04/18/2019 04:06:45 PM,41.749683042,-87.665847295,"(41.749683042, -87.665847295)"
24483,JC214489,04/10/2019 05:40:00 PM,004XX E 103RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0511,005,9,49,01A,1181201,1836771,2019,04/17/2019 04:21:11 PM,41.707339719,-87.612047712,"(41.707339719, -87.612047712)"
24484,JC223059,04/13/2019 01:00:00 PM,060XX S WESTERN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION,false,false,0825,008,16,66,01A,1161403,1864651,2019,04/20/2019 04:05:46 PM,41.784278913,-87.683777679,"(41.784278913, -87.683777679)"
24485,JC223370,04/13/2019 10:04:00 PM,044XX W MADISON ST,0110,HOMICIDE,FIRST DEGREE MURDER,BARBER SHOP/BEAUTY SALON,false,false,1113,011,28,26,01A,1146770,1899645,2019,04/20/2019 04:05:46 PM,41.880598157,-87.736537278,"(41.880598157, -87.736537278)"
24486,JC224120,04/14/2019 10:44:00 AM,089XX S BURLEY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0424,004,10,46,01A,1199226,1846221,2019,04/21/2019 04:07:03 PM,41.732838041,-87.545724652,"(41.732838041, -87.545724652)"
24487,JC215784,04/15/2019 04:09:00 PM,015XX E 72ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0324,003,7,43,01A,1187811,1857558,2019,04/22/2019 04:16:27 PM,41.764226888,-87.587182174,"(41.764226888, -87.587182174)"
24488,JC225720,04/15/2019 06:04:00 PM,000XX W 114TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0522,005,34,49,01A,1178011,1829378,2019,04/22/2019 04:16:27 PM,41.687125001,-87.62395243,"(41.687125001, -87.62395243)"
24489,JC226010,04/15/2019 10:37:00 PM,034XX W 61ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0823,008,23,66,01A,1154509,1863959,2019,04/22/2019 04:16:27 PM,41.782520097,-87.709072415,"(41.782520097, -87.709072415)"
24490,JC226799,04/16/2019 03:55:00 PM,056XX S WOOD ST,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,0715,007,15,67,01A,1165310,1867344,2019,04/23/2019 04:22:49 PM,41.791586957,-87.669376799,"(41.791586957, -87.669376799)"
24491,JC227924,04/17/2019 01:52:00 PM,000XX E 111TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0513,005,9,49,01A,1178295,1831370,2019,05/29/2019 04:13:42 PM,41.692584917,-87.622852604,"(41.692584917, -87.622852604)"
24493,JC228541,04/17/2019 11:30:00 PM,075XX S LAFAYETTE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0623,006,6,69,01A,1177143,1855067,2019,04/24/2019 04:31:46 PM,41.757638586,-87.626357727,"(41.757638586, -87.626357727)"
24494,JC227727,04/17/2019 11:06:00 AM,036XX W FLOURNOY ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,1133,011,24,27,01A,1152212,1896782,2019,04/24/2019 04:31:46 PM,41.872636192,-87.716630133,"(41.872636192, -87.716630133)"
24497,JC223880,04/16/2019 09:02:00 AM,002XX W 106TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,0512,005,34,49,01A,1176431,1834647,2019,04/23/2019 04:22:49 PM,41.701619471,-87.629578967,"(41.701619471, -87.629578967)"
24498,JC230385,04/19/2019 04:14:00 PM,007XX E 131ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,CHA PLAY LOT,true,false,0533,005,9,54,01A,1183801,1818526,2019,05/04/2019 04:00:28 PM,41.657212781,-87.603092879,"(41.657212781, -87.603092879)"
