ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
24800,JC453977,10/15/2019 12:15:00 PM,039XX S ASHLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0924,009,12,61,01A,1166271,1878589,2019,11/08/2019 03:45:49 PM,41.8224241,-87.665532606,"(41.8224241, -87.665532606)"
24799,JC473985,10/15/2019 07:15:00 PM,034XX W ADAMS ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1123,011,28,27,01A,1153365,1898858,2019,10/22/2019 04:09:46 PM,41.878310147,-87.712341776,"(41.878310147, -87.712341776)"
24802,JC475829,10/17/2019 03:25:00 PM,110XX S EDBROOKE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,0513,005,9,49,01A,1179206,1831814,2019,10/24/2019 04:04:33 PM,41.693782648,-87.619503826,"(41.693782648, -87.619503826)"
24397,JC141847,02/05/2019 11:16:00 PM,078XX S ASHLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0611,006,17,71,01A,1167038,1852633,2019,10/25/2019 03:53:15 PM,41.751181266,-87.663460692,"(41.751181266, -87.663460692)"
24803,JC479029,10/19/2019 10:48:00 PM,029XX W HARRISON ST,0110,HOMICIDE,FIRST DEGREE MURDER,VACANT LOT,false,false,1135,011,28,27,01A,1156862,1897226,2019,10/26/2019 03:50:31 PM,41.873761627,-87.699545765,"(41.873761627, -87.699545765)"
24804,JC479089,10/19/2019 11:30:00 PM,034XX W FLOURNOY ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,1133,011,24,27,01A,1153451,1896817,2019,10/26/2019 03:50:31 PM,41.872707718,-87.712080245,"(41.872707718, -87.712080245)"
24805,JC479228,10/20/2019 01:40:00 AM,003XX W 95TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0634,006,21,49,01A,1175493,1841922,2019,10/27/2019 03:51:46 PM,41.72160408,-87.632796887,"(41.72160408, -87.632796887)"
24808,JC481379,10/21/2019 06:50:00 PM,079XX S LOOMIS BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0612,006,21,71,01A,1168378,1852061,2019,10/28/2019 04:00:06 PM,41.749582885,-87.65856669,"(41.749582885, -87.65856669)"
24807,JC480283,10/21/2019 01:02:00 AM,055XX W NORTH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2532,025,37,25,01A,1138940,1910083,2019,10/28/2019 04:00:06 PM,41.909387131,-87.76503486,"(41.909387131, -87.76503486)"
24811,JC482903,10/22/2019 11:51:00 PM,057XX S DAMEN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,0715,007,15,67,01A,1164009,1866520,2019,10/29/2019 03:51:02 PM,41.789353269,-87.674170494,"(41.789353269, -87.674170494)"
11808506,JC409229,08/27/2019 12:40:00 PM,039XX W LAKE ST,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,1122,011,28,26,01B,1149893,1901428,2019,03/26/2020 03:45:12 PM,41.885430738,-87.725023398,"(41.885430738, -87.725023398)"
24817,JC491610,10/30/2019 02:48:00 AM,044XX W CHICAGO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1111,011,37,23,01A,1146576,1904952,2019,11/06/2019 03:59:02 PM,41.895164866,-87.737114239,"(41.895164866, -87.737114239)"
24818,JC493996,10/31/2019 11:23:00 PM,016XX S ALLPORT ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1233,012,25,31,01A,1168304,1892015,2019,11/07/2019 03:55:19 PM,41.859222698,-87.657686949,"(41.859222698, -87.657686949)"
24422,JC170829,03/02/2019 03:22:00 AM,023XX W AUGUSTA BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,1212,012,1,24,01A,1160583,1906597,2019,11/08/2019 03:45:49 PM,41.899400259,-87.685624335,"(41.899400259, -87.685624335)"
24819,JC495976,11/02/2019 03:31:00 PM,091XX S ABERDEEN ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,2222,022,21,73,01A,1170595,1844130,2019,11/09/2019 03:56:10 PM,41.727771126,-87.650673224,"(41.727771126, -87.650673224)"
24820,JC496078,11/02/2019 05:30:00 PM,109XX S VERNON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0513,005,9,49,01A,1181184,1832554,2019,11/09/2019 03:56:10 PM,41.695768098,-87.612239266,"(41.695768098, -87.612239266)"
24821,JC496595,11/03/2019 04:07:00 AM,023XX W SCHOOL ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1921,019,32,5,01A,1160230,1921861,2019,12/31/2019 03:50:01 PM,41.941293071,-87.68649802,"(41.941293071, -87.68649802)"
24822,JC496600,11/03/2019 10:11:00 AM,006XX E 75TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0624,006,6,69,01A,1181675,1855418,2019,11/10/2019 03:57:53 PM,41.758498365,-87.609737854,"(41.758498365, -87.609737854)"
24823,JC498910,11/04/2019 11:00:00 PM,045XX S LAWLER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0814,008,22,56,01A,1143459,1873967,2019,11/11/2019 03:58:10 PM,41.810196681,-87.749336277,"(41.810196681, -87.749336277)"
24824,JC500162,11/05/2019 10:17:00 PM,024XX N MARMORA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,2515,025,30,19,01A,1136649,1915694,2019,11/12/2019 03:59:22 PM,41.924825715,-87.773316522,"(41.924825715, -87.773316522)"
24825,JC501365,11/06/2019 10:47:00 PM,010XX E 132ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,CHA PARKING LOT,false,false,0533,005,9,54,01A,1185701,1818029,2019,11/13/2019 03:55:31 PM,41.655804559,-87.59615609,"(41.655804559, -87.59615609)"
24429,JC182941,03/12/2019 05:12:00 PM,007XX E 47TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,RESTAURANT,true,false,0221,002,4,38,01A,1182160,1874015,2019,11/14/2019 03:59:31 PM,41.809519024,-87.607384952,"(41.809519024, -87.607384952)"
24827,JC502557,11/07/2019 10:30:00 PM,081XX S SPAULDING AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0834,008,18,70,01A,1155798,1850460,2019,11/14/2019 04:02:47 PM,41.745450959,-87.704708211,"(41.745450959, -87.704708211)"
24826,JC502527,11/07/2019 09:38:00 PM,005XX E 89TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0633,006,9,44,01A,1181323,1845753,2019,11/14/2019 04:02:47 PM,41.73198464,-87.611325102,"(41.73198464, -87.611325102)"
24828,JC503179,11/08/2019 02:39:00 PM,015XX W 63RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STAIRWELL,false,false,0713,007,16,67,01A,1166962,1862947,2019,11/15/2019 04:01:11 PM,41.779485877,-87.663444841,"(41.779485877, -87.663444841)"
24830,JC504519,11/09/2019 09:30:00 PM,016XX W JONQUIL TER,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,2422,024,49,1,01A,1163856,1951001,2019,11/16/2019 03:49:16 PM,42.021178385,-87.672344589,"(42.021178385, -87.672344589)"
24831,JC505062,11/10/2019 04:02:00 AM,076XX N ASHLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2422,024,49,1,01A,1164298,1950870,2019,11/17/2019 03:53:23 PM,42.020809541,-87.670721771,"(42.020809541, -87.670721771)"
24832,JC505742,11/10/2019 06:40:00 PM,019XX E 71ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0332,003,5,43,01A,1190228,1858307,2019,11/17/2019 03:53:23 PM,41.76622433,-87.57829932,"(41.76622433, -87.57829932)"
24833,JC506067,11/11/2019 02:52:00 AM,053XX W IRVING PARK RD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1634,016,38,15,01A,1139957,1926076,2019,11/18/2019 04:00:37 PM,41.953255038,-87.760906542,"(41.953255038, -87.760906542)"
24835,JC508236,11/12/2019 07:11:00 PM,064XX S WINCHESTER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,0726,007,15,67,01A,1164464,1861897,2019,11/19/2019 03:57:06 PM,41.776657573,-87.6726324,"(41.776657573, -87.6726324)"
24834,JC508437,11/13/2019 12:10:00 AM,037XX W 32ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1031,010,22,30,01A,1151727,1883120,2019,12/12/2019 03:44:11 PM,41.835155571,-87.7187698,"(41.835155571, -87.7187698)"
24445,JC197378,03/24/2019 02:33:00 AM,034XX W DIVERSEY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,true,false,1412,014,35,22,01A,1153029,1918407,2019,11/21/2019 03:52:19 PM,41.931961083,-87.713056469,"(41.931961083, -87.713056469)"
24838,JC505445,11/15/2019 02:23:00 PM,022XX S ALBANY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1033,010,12,30,01A,1156038,1889051,2019,11/22/2019 03:52:54 PM,41.851345203,-87.70279155,"(41.851345203, -87.70279155)"
24837,JC512009,11/15/2019 08:38:00 PM,045XX S HERMITAGE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,0924,009,15,61,01A,1165442,1874532,2019,12/18/2019 03:47:13 PM,41.811308882,-87.668688973,"(41.811308882, -87.668688973)"
24836,JC511180,11/15/2019 10:14:00 AM,004XX N LARAMIE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,1523,015,37,25,01A,1141628,1902375,2019,01/05/2020 03:47:01 PM,41.888186183,-87.75535096,"(41.888186183, -87.75535096)"
24839,JC510677,11/16/2019 03:53:00 PM,027XX S PULASKI RD,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1031,010,22,30,01A,1150155,1885433,2019,11/23/2019 03:51:46 PM,41.841533464,-87.724477839,"(41.841533464, -87.724477839)"
24840,JC513505,11/17/2019 02:26:00 AM,040XX E 106TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,RESTAURANT,true,false,0432,004,10,52,01A,1204706,1835284,2019,12/29/2019 03:45:29 PM,41.70268678,-87.526025149,"(41.70268678, -87.526025149)"
24842,JC517082,11/19/2019 10:20:00 PM,102XX S MORGAN ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,2232,022,34,73,01A,1171457,1836923,2019,11/26/2019 03:51:26 PM,41.707975258,-87.64772581,"(41.707975258, -87.64772581)"
24841,JC516669,11/19/2019 05:59:00 PM,109XX S AVENUE N,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0432,004,10,52,01A,1201210,1832929,2019,11/26/2019 03:51:26 PM,41.69631367,-87.538905821,"(41.69631367, -87.538905821)"
24555,JC274616,05/23/2019 01:47:00 AM,019XX W MARQUETTE RD,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,0726,007,16,67,01A,1164390,1860230,2019,11/27/2019 03:53:35 PM,41.772084662,-87.672950608,"(41.772084662, -87.672950608)"
24844,JC518184,11/20/2019 07:58:00 PM,073XX S UNION AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0732,007,6,68,01A,1172901,1856284,2019,11/27/2019 03:57:21 PM,41.761072795,-87.641868203,"(41.761072795, -87.641868203)"
24843,JC517927,11/20/2019 04:50:00 PM,019XX S TRUMBULL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1024,010,24,29,01A,1153728,1890303,2019,03/13/2020 03:47:04 PM,41.85482707,-87.711236547,"(41.85482707, -87.711236547)"
24375,JC113053,01/11/2019 07:00:00 PM,046XX S DREXEL BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0222,002,4,39,01A,1183100,1874503,2019,11/28/2019 03:51:51 PM,41.810836292,-87.60392204,"(41.810836292, -87.60392204)"
24845,JC519460,11/21/2019 07:21:00 PM,013XX S LAWNDALE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,1011,010,24,29,01A,1151918,1893645,2019,11/28/2019 03:54:57 PM,41.864033702,-87.717792133,"(41.864033702, -87.717792133)"
24436,JC187303,03/16/2019 02:31:00 PM,084XX S STONY ISLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0412,004,8,45,01A,1188276,1849160,2019,11/29/2019 03:46:54 PM,41.741170915,-87.585745319,"(41.741170915, -87.585745319)"
24846,JC521050,11/23/2019 08:49:00 AM,012XX S THROOP ST,0110,HOMICIDE,FIRST DEGREE MURDER,CHA PARKING LOT,true,false,1233,012,25,28,01A,1167902,1894412,2019,11/30/2019 03:53:03 PM,41.865808939,-87.659093458,"(41.865808939, -87.659093458)"
24848,JC525418,11/26/2019 04:22:00 PM,074XX S LANGLEY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0323,003,6,69,01A,1182184,1855739,2019,12/03/2019 04:00:54 PM,41.759367459,-87.607862507,"(41.759367459, -87.607862507)"
24847,JC192494,11/26/2019 11:54:00 PM,085XX S BENNETT AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0412,004,8,45,01A,1190340,1848725,2019,12/03/2019 04:00:54 PM,41.739927782,-87.578197066,"(41.739927782, -87.578197066)"
24849,JC525875,11/26/2019 04:22:00 PM,083XX S CRANDON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0412,004,8,46,01A,1192963,1850062,2019,12/03/2019 04:00:54 PM,41.743533066,-87.568543393,"(41.743533066, -87.568543393)"
24850,JC527264,11/28/2019 01:08:00 AM,009XX W 83RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0613,006,21,71,01A,1171335,1849795,2019,12/05/2019 03:56:41 PM,41.743300533,-87.647797185,"(41.743300533, -87.647797185)"
24851,JC528981,11/29/2019 11:32:00 PM,000XX E 33RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0211,002,3,35,01A,1177486,1883148,2019,12/06/2019 03:54:36 PM,41.834687797,-87.624251791,"(41.834687797, -87.624251791)"
24852,JC529109,11/30/2019 02:53:00 AM,051XX W THOMAS ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1531,015,37,25,01A,1141950,1906841,2019,12/07/2019 03:51:15 PM,41.900435459,-87.75405772,"(41.900435459, -87.75405772)"
24853,JC529693,11/30/2019 05:34:00 PM,064XX S LAFLIN ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0725,007,16,67,01A,1167443,1861995,2019,12/07/2019 03:51:15 PM,41.776863173,-87.661708695,"(41.776863173, -87.661708695)"
24856,JC531540,12/02/2019 10:46:00 AM,057XX W ERIE ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,1511,015,29,25,01A,1137893,1903719,2019,12/09/2019 03:56:36 PM,41.891942506,-87.769034916,"(41.891942506, -87.769034916)"
24855,JC533520,12/03/2019 07:21:00 PM,073XX N HARLEM AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,1611,016,41,9,01A,1127389,1948198,2019,12/10/2019 03:54:50 PM,42.014181076,-87.806608294,"(42.014181076, -87.806608294)"
24857,JC533734,12/03/2019 11:53:00 PM,045XX S KNOX AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0815,008,22,56,01A,1146114,1874228,2019,12/10/2019 03:54:50 PM,41.810862983,-87.739591315,"(41.810862983, -87.739591315)"
24854,JC532963,12/03/2019 01:07:00 PM,075XX N PAULINA ST,0110,HOMICIDE,FIRST DEGREE MURDER,CTA SUBWAY STATION,true,false,2422,024,49,1,01A,1163690,1950023,2019,12/12/2019 03:44:11 PM,42.018498254,-87.672983233,"(42.018498254, -87.672983233)"
24858,JC534486,12/04/2019 03:24:00 PM,075XX S COLFAX AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0421,004,7,43,01A,1194834,1855511,2019,12/11/2019 03:59:13 PM,41.758439713,-87.561508957,"(41.758439713, -87.561508957)"
24860,JC229595,12/05/2019 09:53:00 AM,096XX S CALUMET AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,0511,005,9,49,01A,1180280,1841121,2019,12/12/2019 03:46:28 PM,41.719297803,-87.615287553,"(41.719297803, -87.615287553)"
24861,JC535618,12/06/2019 05:01:00 PM,043XX S ALBANY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0922,009,15,58,01A,1156419,1875768,2019,02/06/2020 03:54:12 PM,41.814887356,-87.701751626,"(41.814887356, -87.701751626)"
24862,JC539191,12/08/2019 12:33:00 PM,087XX S LOWE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2223,022,21,71,01A,1173502,1846866,2019,12/15/2019 03:47:04 PM,41.735215323,-87.639943666,"(41.735215323, -87.639943666)"
24863,JC539589,12/08/2019 08:32:00 PM,050XX W IRVING PARK RD,0110,HOMICIDE,FIRST DEGREE MURDER,RESTAURANT,true,false,1634,016,45,15,01A,1142195,1926125,2019,12/15/2019 03:47:04 PM,41.953348184,-87.752678151,"(41.953348184, -87.752678151)"
24866,JC541857,12/10/2019 05:32:00 PM,036XX W LEXINGTON ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1133,011,24,27,01A,1152135,1896451,2019,12/17/2019 03:55:38 PM,41.871729409,-87.716921564,"(41.871729409, -87.716921564)"
24867,JC544238,12/12/2019 02:42:00 PM,071XX S STATE ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0323,003,6,69,01A,1177522,1857679,2019,12/19/2019 03:53:43 PM,41.764797653,-87.624889913,"(41.764797653, -87.624889913)"
24868,JC546861,12/14/2019 04:10:00 PM,025XX E 109TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0434,004,10,51,01A,1195039,1833392,2019,12/21/2019 03:48:01 PM,41.69773816,-87.561484552,"(41.69773816, -87.561484552)"
24869,JC547237,12/15/2019 05:02:00 AM,023XX S ROCKWELL ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1034,010,12,30,01A,1159405,1888215,2019,12/22/2019 03:49:01 PM,41.848982621,-87.690456809,"(41.848982621, -87.690456809)"
24870,JC550367,12/17/2019 03:53:00 PM,033XX W CHICAGO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1121,011,27,23,01A,1153750,1905130,2019,12/24/2019 03:46:15 PM,41.895513492,-87.710761053,"(41.895513492, -87.710761053)"
24871,JC552973,12/19/2019 04:59:00 PM,092XX S ST LAWRENCE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0633,006,9,44,01A,1181880,1843571,2019,12/26/2019 03:47:24 PM,41.725984133,-87.609351834,"(41.725984133, -87.609351834)"
24873,JC554528,12/20/2019 09:33:00 PM,051XX W FERDINAND ST,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,1532,015,37,25,01A,1142136,1902794,2019,12/27/2019 03:47:52 PM,41.889326565,-87.753474987,"(41.889326565, -87.753474987)"
24872,JC553810,12/20/2019 11:50:00 AM,008XX W DAKIN ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,1923,019,46,6,01A,1169865,1926433,2019,12/27/2019 03:47:52 PM,41.953633852,-87.650952017,"(41.953633852, -87.650952017)"
24874,JC554721,12/21/2019 01:56:00 AM,073XX S BLACKSTONE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0324,003,7,43,01A,1187473,1856685,2019,12/28/2019 03:51:41 PM,41.761839336,-87.588448717,"(41.761839336, -87.588448717)"
24875,JC554825,12/21/2019 04:56:00 AM,016XX W MORSE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,2431,024,49,1,01A,1164272,1946137,2019,12/28/2019 03:51:41 PM,42.007822658,-87.670952227,"(42.007822658, -87.670952227)"
24877,JC556981,12/22/2019 09:48:00 PM,033XX W HARRISON ST,0110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION,false,false,1134,011,24,27,01A,1153993,1897159,2019,12/29/2019 03:47:59 PM,41.873635421,-87.710081187,"(41.873635421, -87.710081187)"
11928339,JC554800,12/21/2019 03:35:00 AM,063XX W NORTH AVE,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,2513,025,29,25,01B,1133823,1909968,2019,03/09/2020 03:50:28 PM,41.909163051,-87.783835497,"(41.909163051, -87.783835497)"
24878,JC558323,12/23/2019 11:01:00 PM,007XX E 106TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0512,005,9,50,01A,1182956,1834823,2019,12/30/2019 03:56:10 PM,41.701953638,-87.60568122,"(41.701953638, -87.60568122)"
24879,JC558935,12/24/2019 06:35:00 PM,007XX N LOTUS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1524,015,37,25,01A,1139780,1904382,2019,12/31/2019 03:52:15 PM,41.893727596,-87.762088481,"(41.893727596, -87.762088481)"
24880,JC559736,12/25/2019 10:53:00 AM,011XX W 95TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOTEL,true,false,2222,022,21,73,01A,1170210,1841786,2019,01/01/2020 03:54:16 PM,41.721347217,-87.65215149,"(41.721347217, -87.65215149)"
24883,JC562474,12/27/2019 11:31:00 PM,016XX W 79TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0611,006,17,71,01A,1166613,1852321,2019,01/03/2020 03:59:34 PM,41.750334163,-87.66502699,"(41.750334163, -87.66502699)"
24881,JC562286,12/27/2019 07:51:00 PM,052XX W CRYSTAL ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,2532,025,37,25,01A,1141103,1907821,2019,01/31/2020 03:49:29 PM,41.903140345,-87.757144655,"(41.903140345, -87.757144655)"
24884,JC563753,12/29/2019 08:14:00 AM,051XX S WASHTENAW AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0923,009,14,63,01A,1159245,1870383,2019,01/05/2020 03:49:16 PM,41.800052761,-87.691532908,"(41.800052761, -87.691532908)"
24885,JC563919,12/29/2019 09:41:00 AM,017XX W 21ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1234,012,25,31,01A,1165159,1890123,2019,01/05/2020 03:49:16 PM,41.854098209,-87.66928493,"(41.854098209, -87.66928493)"
24886,JC564006,12/29/2019 11:25:00 AM,030XX W 39TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0921,009,12,58,01A,1156684,1878275,2019,01/05/2020 03:49:16 PM,41.821761535,-87.700711857,"(41.821761535, -87.700711857)"
24391,JC135222,01/31/2019 11:45:00 AM,014XX E 70TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,0332,003,5,43,01A,1187324,1858875,2019,01/06/2020 03:49:40 PM,41.767852431,-87.588925347,"(41.767852431, -87.588925347)"
24888,JC565147,12/30/2019 12:07:00 PM,021XX E 69TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0331,003,5,43,01A,1191853,1859641,2019,01/06/2020 03:52:28 PM,41.769845631,-87.572299952,"(41.769845631, -87.572299952)"
24887,JC559543,12/30/2019 03:53:00 AM,058XX W BELDEN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2515,025,36,19,01A,1137249,1914696,2019,01/06/2020 03:52:28 PM,41.922076316,-87.771135862,"(41.922076316, -87.771135862)"
24812,JC485872,10/25/2019 12:20:00 PM,015XX S KENNETH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1012,010,24,29,01A,1146973,1892027,2019,11/01/2019 04:03:26 PM,41.859689566,-87.735986531,"(41.859689566, -87.735986531)"
24815,JC488937,10/27/2019 11:25:00 PM,038XX W VAN BUREN ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1133,011,28,26,01A,1150799,1897748,2019,11/03/2019 03:53:25 PM,41.875314745,-87.721792665,"(41.875314745, -87.721792665)"
24813,JC487897,10/27/2019 02:50:00 AM,000XX W 104TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0512,005,34,49,01A,1177895,1835680,2019,01/18/2020 03:44:11 PM,41.704421214,-87.624187141,"(41.704421214, -87.624187141)"
24814,JC488510,10/27/2019 03:52:00 PM,059XX W DIVISION ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1511,015,29,25,01A,1136597,1907384,2019,11/03/2019 03:53:25 PM,41.902023021,-87.773706834,"(41.902023021, -87.773706834)"
24816,JC486461,10/28/2019 10:19:00 AM,047XX W GLADYS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1131,011,28,25,01A,1144804,1897935,2019,11/04/2019 03:58:00 PM,41.875942998,-87.743799463,"(41.875942998, -87.743799463)"
24930,JC428561,09/11/2019 09:18:00 AM,015XX W GARFIELD BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,0934,009,16,61,01A,1167130,1868260,2019,01/31/2020 03:49:29 PM,41.794061805,-87.662676999,"(41.794061805, -87.662676999)"
24520,JC244549,04/30/2019 06:36:00 PM,040XX W VAN BUREN ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1132,011,28,26,01A,1149565,1897719,2019,02/26/2020 03:46:52 PM,41.875259203,-87.726324218,"(41.875259203, -87.726324218)"
24876,JC555330,12/21/2019 02:53:00 PM,060XX S FAIRFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0825,008,16,66,01A,1159076,1864585,2019,02/27/2020 03:46:42 PM,41.784145723,-87.692311228,"(41.784145723, -87.692311228)"
24984,C475067,04/07/2019 01:30:00 AM,014XX W 95TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,true,false,2222,022,21,73,01A,1168179,1841735,2019,04/18/2020 03:45:41 PM,41.721251124,-87.65959212,"(41.721251124, -87.65959212)"
24370,JC105864,01/05/2019 04:23:00 PM,012XX N ADA ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1433,014,2,24,01A,1167119,1908611,2019,03/12/2020 03:45:15 PM,41.904788891,-87.66155984,"(41.904788891, -87.66155984)"
24557,JC278422,05/25/2019 07:01:00 PM,001XX W 109TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,GANGWAY,true,false,0513,005,34,49,01A,1177313,1832344,2019,03/15/2020 03:47:51 PM,41.695279885,-87.626418591,"(41.695279885, -87.626418591)"
24439,JC190708,03/18/2019 07:42:00 PM,060XX S PRAIRIE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0311,003,20,40,01A,1179077,1864955,2019,03/21/2020 03:44:56 PM,41.784728458,-87.618968921,"(41.784728458, -87.618968921)"
24864,JC540082,12/09/2019 09:18:00 AM,062XX S MOZART ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0823,008,16,66,01A,1158451,1863144,2019,04/14/2020 03:47:21 PM,41.780204177,-87.694641976,"(41.780204177, -87.694641976)"
24446,JC197810,03/24/2019 01:51:00 PM,036XX W GARFIELD SQUARE DR,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1122,011,27,23,01A,1152181,1903256,2019,05/08/2020 03:48:21 PM,41.890402145,-87.71657313,"(41.890402145, -87.71657313)"
